mission_rate,arm,policy,layout_id,seed,missions_total,missions_completed,unfinished_at_cap,miss_rate,mean_charge_delay_min,f12_Z,safety_violations,charge_sessions
1.1,concentrated,B3_no_reservation,0,2,1126,1126,0,0.0,1.3968719452590421,2.7962441205109094,0,1023
1.1,concentrated,B3_no_reservation,0,3,1115,1115,0,0.0,1.4240246406570842,2.7582411127819517,0,974
1.1,concentrated,B3_no_reservation,0,4,1126,1126,0,0.0,1.4106230847803882,2.7719033599805023,0,979
1.1,concentrated,B3_no_reservation,0,5,1078,1078,0,0.0,1.4221748400852878,2.7738195240927133,0,938
1.1,concentrated,B3_no_reservation,0,6,1180,1180,0,0.0,1.3766233766233766,2.7794240477862107,0,1078
1.1,concentrated,B3_no_reservation,1,7,1057,1057,0,0.0,1.3286885245901638,2.756374920598095,0,1220
1.1,concentrated,B3_no_reservation,1,8,1113,1113,0,0.0,1.3150470219435737,2.754586064868024,0,1276
1.1,concentrated,B3_no_reservation,1,9,1065,1065,0,0.0,1.3215717722534082,2.776253741791352,0,1247
1.1,concentrated,B3_no_reservation,1,10,1132,1132,0,0.0,1.323911382734912,2.760314595074746,0,1309
1.1,concentrated,B3_no_reservation,1,11,1110,1110,0,0.0,1.3330708661417323,2.7817482049944147,0,1270
1.1,concentrated,B3_no_reservation,1,12,1060,1060,0,0.0,1.321078431372549,2.7764953312742735,0,1224
1.1,concentrated,B3_no_reservation,2,13,1096,1096,0,0.0,1.372978116079924,2.7577803913648533,0,1051
1.1,concentrated,B3_no_reservation,2,14,1120,1120,0,0.0,1.3531989482909728,2.7776142493963665,0,1141
1.1,concentrated,B3_no_reservation,2,15,1091,1091,0,0.0,1.3585434173669468,2.7641175261267135,0,1071
