n,m,rho,seed,L_r1,L_r3a,t_r1,t_r3a,block_r1,block_r3a,L_c_analytic,t_c_analytic
4,6,0.65,13,0.8843562063702834,0.2589878524065553,3.6185294120283396,1.0300113605220242,0.02877184639163001,8.498703947647983e-06,0.6572831169092059,0.6572978955587991
4,6,0.65,14,0.8628866464691508,0.24648099477253183,3.5386847551860003,0.9876707696064184,0.026680541458047238,7.706205207682231e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,15,0.8509927932739216,0.25007786384619557,3.4986616986875774,0.9953230282968402,0.026719221594261138,0.0,0.6572831169092059,0.6572978955587991
4,6,0.65,16,0.8598300160792294,0.2414374213998644,3.5392653208523592,0.968558958465427,0.02677577853486501,0.0,0.6572831169092059,0.6572978955587991
4,6,0.65,17,0.8745885178811605,0.24126002478000041,3.5887574907558166,0.9641778425210361,0.02823838170384635,0.0,0.6572831169092059,0.6572978955587991
4,6,0.65,18,0.8692791456900122,0.2597415270068712,3.5634042046959333,1.034087337001631,0.026355742822537997,0.0,0.6572831169092059,0.6572978955587991
4,6,0.65,19,0.8609614289765546,0.24833533508923955,3.539911936722807,0.9911303572523184,0.026079367524000207,0.0,0.6572831169092059,0.6572978955587991
4,6,0.65,20,0.8903845127258531,0.239900026001426,3.662313373558267,0.9635608491679207,0.02961194029850746,0.0,0.6572831169092059,0.6572978955587991
4,6,0.65,21,0.8664670409315505,0.24248304910324064,3.5729874124954017,0.9749754216539377,0.02809157167204803,3.436485162975309e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,22,0.8655215886506006,0.25498193841280703,3.557480586642371,1.0146560863682255,0.029493244683118102,3.4011580943311195e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,23,0.8679410506917931,0.24397072534212894,3.572684863204488,0.9758745605603059,0.027791079491038446,1.709357879712486e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,24,0.8782543286549566,0.2422371627604882,3.615666323656078,0.9711233032252437,0.028700325538077703,0.0,0.6572831169092059,0.6572978955587991
4,6,0.65,25,0.85251883369966,0.25406458726104303,3.5025976065304816,1.0152871598349746,0.026687973747852912,9.392397281327914e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,26,0.8738366428856821,0.24949883186916147,3.577347355493801,0.995162447822346,0.027033238285738604,0.0,0.6572831169092059,0.6572978955587991
4,6,0.65,27,0.8627653647304219,0.24828340299660542,3.5612685072496917,0.9974420528858264,0.027749193935652054,5.150524065823697e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,28,0.8673176257726277,0.24730962765833084,3.5565762701706567,0.991505645903896,0.02688460849768501,0.0,0.6572831169092059,0.6572978955587991
4,6,0.65,29,0.8735137379314742,0.25021974353663595,3.5902854827957187,1.0008038122013065,0.02793334243955744,0.0,0.6572831169092059,0.6572978955587991
4,6,0.65,30,0.8663929599155499,0.24311121830041993,3.5887532374440223,0.9791314202510867,0.02864634827838198,0.0,0.6572831169092059,0.6572978955587991
4,6,0.7,1,1.0157644541703363,0.3491118307233127,4.22753239660098,1.3941543965256802,0.036833481801985236,1.584685598377282e-05,0.9948450591739566,0.9949471750515312
4,6,0.7,2,1.0445546038927047,0.3571299220024395,4.3471433745912975,1.4332712168887183,0.038681971169111574,0.0003263837476814813,0.9948450591739566,0.9949471750515312
4,6,0.7,3,1.01947865831943,0.36217018977272336,4.250000974764737,1.4518154651409414,0.03847561169620414,0.00010338629892955417,0.9948450591739566,0.9949471750515312
4,6,0.7,4,1.0169377201575538,0.3458831084634157,4.244930995634873,1.3835214535246565,0.03648901019968395,0.00012696699651634303,0.9948450591739566,0.9949471750515312
4,6,0.7,5,1.028631365643106,0.3562868287231633,4.290870263651622,1.4290567755569534,0.03871891784364432,9.54912227651075e-05,0.9948450591739566,0.9949471750515312
4,6,0.7,6,1.0230983490260817,0.362942737449967,4.256435498633047,1.4459491706260148,0.036662080592955476,3.161805390878191e-05,0.9948450591739566,0.9949471750515312
4,6,0.7,7,1.018058228361494,0.3697225292340529,4.235273841081435,1.4742693792957529,0.03839345953883399,0.00034020871409017907,0.9948450591739566,0.9949471750515312
4,6,0.7,8,1.0219670246036685,0.35765630388309183,4.249863213551001,1.429966976765281,0.037477365862956254,5.5526910720659974e-05,0.9948450591739566,0.9949471750515312
4,6,0.7,9,1.0319012642836056,0.36658941844600273,4.2627604593462465,1.4637090596474227,0.037932856478159034,0.00015842211572735554,0.9948450591739566,0.9949471750515312
4,6,0.7,10,1.0327929584333726,0.3478519514455471,4.313066008764143,1.393701303055471,0.03852067847383223,2.3848324655192974e-05,0.9948450591739566,0.9949471750515312
4,6,0.7,11,1.0282759306173495,0.3505338413309249,4.275329673648529,1.403951588410289,0.03676774419122088,0.00011124265997091799,0.9948450591739566,0.9949471750515312
4,6,0.7,12,1.0436400838528783,0.3602875530638509,4.340795782274388,1.444035673786856,0.03875200304621682,0.00024646599564311723,0.9948450591739566,0.9949471750515312
4,6,0.7,13,1.0319087735023127,0.3512162860357789,4.2831934598459585,1.4054010664082282,0.03910101689550113,0.0001349538378489946,0.9948450591739566,0.9949471750515312
4,6,0.7,14,1.0293300595607178,0.3537827370313833,4.289984389747389,1.4129911857734991,0.0396219672000953,7.923993058582081e-05,0.9948450591739566,0.9949471750515312
4,6,0.7,15,1.0274071454485811,0.3584896012949101,4.262153554472868,1.4336772989661535,0.03682533138834274,7.935878104912309e-05,0.9948450591739566,0.9949471750515312
