mission_rate,arm,policy,layout_id,seed,missions_total,missions_completed,unfinished_at_cap,miss_rate,mean_charge_delay_min,p95_charge_delay_min,f12_Z,f12_cmax_term,f12_energy_term,f12_tardy_term,safety_violations,gate_binding_rate,mean_on_pad_queue_length,charge_sessions
0.3,distributed,ours_f9_priority_insertion,3,24,283,283,0,0.0,1.0339506172839505,1.0,2.183138501095489,1.0,1.183138501095489,0.0,0,0.3129230769230769,0.007,324
0.3,distributed,ours_f9_priority_insertion,4,25,289,289,0,0.0,1.1557177615571776,2.0,2.2135204089031877,1.002,1.2115204089031877,0.0,0,0.2980582524271845,0.05688622754491018,411
0.3,distributed,ours_f9_priority_insertion,4,26,286,286,0,0.0,1.1111111111111112,2.0,2.1949849972503146,1.001,1.1939849972503147,0.0,0,0.31262886597938144,0.03796203796203796,387
0.3,distributed,ours_f9_priority_insertion,4,27,316,316,0,0.0,1.1096774193548387,1.0,2.213779370702696,1.001,1.2127793707026957,0.0,0,0.2684549356223176,0.04295704295704296,465
0.3,distributed,ours_f9_priority_insertion,4,28,256,256,0,0.0,1.0441988950276244,1.0,2.2062155670086927,0.994,1.212215567008693,0.0,0,0.30604395604395607,0.014,362
0.3,distributed,ours_f9_priority_insertion,4,29,342,342,0,0.0,1.0628683693516698,1.0,2.262691308052567,1.001,1.2616913080525671,0.0,0,0.2543859649122807,0.024975024975024976,509
0.3,distributed,ours_f9_priority_insertion,4,30,309,309,0,0.0,1.0810810810810811,1.0,2.211778807955036,1.003,1.208778807955036,0.0,0,0.2608988764044944,0.03389830508474576,444
0.5,concentrated,ours_f9_priority_insertion,0,1,463,463,0,0.0,1.3819951338199514,2.0,2.7530473542207696,1.0,1.7530473542207694,0.0,0,0.0,0.0,411
0.5,concentrated,ours_f9_priority_insertion,0,2,498,498,0,0.0,1.381057268722467,2.0,2.737155588036157,1.001,1.736155588036157,0.0,0,0.0,0.0,454
0.5,concentrated,ours_f9_priority_insertion,0,3,502,502,0,0.0,1.3893617021276596,2.0,2.7359369171479244,0.998,1.7379369171479246,0.0,0,0.0,0.0,470
0.5,concentrated,ours_f9_priority_insertion,0,4,511,511,0,0.0,1.3549060542797495,2.0,2.7346529151501255,1.001,1.7336529151501257,0.0,0,0.0,0.0,479
0.5,concentrated,ours_f9_priority_insertion,0,5,477,477,0,0.0,1.392156862745098,2.0,2.7361957063220856,0.998,1.7381957063220854,0.0,0,0.0,0.0,459
0.5,concentrated,ours_f9_priority_insertion,0,6,539,539,0,0.0,1.3510204081632653,2.0,2.7116031894766577,1.002,1.7096031894766575,0.0,0,0.0,0.0,490
0.5,concentrated,ours_f9_priority_insertion,1,7,458,458,0,0.0,1.3005671077504726,2.0,2.6926686477822748,1.0,1.6926686477822748,0.0,0,0.0,0.0,529
0.5,concentrated,ours_f9_priority_insertion,1,8,495,495,0,0.0,1.293193717277487,2.0,2.684462860605694,1.002,1.682462860605694,0.0,0,0.0,0.0,573
0.5,concentrated,ours_f9_priority_insertion,1,9,502,502,0,0.0,1.3079646017699116,2.0,2.7080042812671183,1.0,1.7080042812671183,0.0,0,0.0,0.0,565
0.5,concentrated,ours_f9_priority_insertion,1,10,514,514,0,0.0,1.3722222222222222,2.0,2.716409637522924,1.001,1.715409637522924,0.0,0,0.0,0.0,540
0.5,concentrated,ours_f9_priority_insertion,1,11,512,512,0,0.0,1.3140916808149405,2.0,2.7482878785283056,1.001,1.7472878785283055,0.0,0,0.0,0.0,589
0.5,concentrated,ours_f9_priority_insertion,1,12,457,457,0,0.0,1.3127413127413128,2.0,2.726259339368183,1.002,1.7242593393681829,0.0,0,0.0,0.0,518
0.5,concentrated,ours_f9_priority_insertion,2,13,490,490,0,0.0,1.3666666666666667,2.0,2.739067036747434,1.001,1.7380670367474338,0.0,0,0.0,0.0,480
0.5,concentrated,ours_f9_priority_insertion,2,14,505,505,0,0.0,1.3490196078431373,2.0,2.7473609919871964,1.001,1.7463609919871965,0.0,0,0.0,0.0,510
0.5,concentrated,ours_f9_priority_insertion,2,15,477,477,0,0.0,1.346938775510204,2.0,2.7342659369070432,0.995,1.7392659369070431,0.0,0,0.0,0.0,490
0.5,concentrated,ours_f9_priority_insertion,2,16,494,494,0,0.0,1.3704453441295548,2.0,2.7241437303800318,1.0,1.7241437303800318,0.0,0,0.0,0.0,494
0.5,concentrated,ours_f9_priority_insertion,2,17,530,530,0,0.0,1.3540856031128405,2.0,2.7443252265223546,1.001,1.7433252265223547,0.0,0,0.0,0.0,514
0.5,concentrated,ours_f9_priority_insertion,2,18,519,519,0,0.0,1.3464991023339319,2.0,2.766794952426899,1.001,1.7657949524268992,0.0,0,0.0,0.0,557
0.5,concentrated,ours_f9_priority_insertion,3,19,481,481,0,0.0,1.4484412470023982,2.0,2.744108065334863,1.001,1.7431080653348632,0.0,0,0.0,0.0,417
0.5,concentrated,ours_f9_priority_insertion,3,20,515,515,0,0.0,1.4568181818181818,2.0,2.7521274174899597,1.001,1.75112741748996,0.0,0,0.0,0.0,440
0.5,concentrated,ours_f9_priority_insertion,3,21,515,515,0,0.0,1.3576017130620985,2.0,2.7258208781546047,1.001,1.7248208781546048,0.0,0,0.0,0.0,467
0.5,concentrated,ours_f9_priority_insertion,3,22,496,496,0,0.0,1.3730684326710816,2.0,2.7201344205375952,0.999,1.7211344205375951,0.0,0,0.0,0.0,453
0.5,concentrated,ours_f9_priority_insertion,3,23,506,506,0,0.0,1.3253796095444685,2.0,2.737813133739955,1.001,1.7368131337399553,0.0,0,0.0,0.0,461
0.5,concentrated,ours_f9_priority_insertion,3,24,494,494,0,0.0,1.3802197802197802,2.0,2.7278687957177166,0.999,1.7288687957177165,0.0,0,0.0,0.0,455
0.5,concentrated,ours_f9_priority_insertion,4,25,488,488,0,0.0,1.331384015594542,2.0,2.7458082166341513,1.001,1.7448082166341514,0.0,0,0.0,0.0,513
0.5,concentrated,ours_f9_priority_insertion,4,26,489,489,0,0.0,1.3353535353535353,2.0,2.7120356689625216,0.997,1.7150356689625217,0.0,0,0.0,0.0,495
0.5,concentrated,ours_f9_priority_insertion,4,27,492,492,0,0.0,1.3584521384928716,2.0,2.731460083930543,0.997,1.7344600839305433,0.0,0,0.0,0.0,491
0.5,concentrated,ours_f9_priority_insertion,4,28,453,453,0,0.0,1.3747228381374723,2.0,2.6949736255304773,1.001,1.6939736255304774,0.0,0,0.0,0.0,451
0.5,concentrated,ours_f9_priority_insertion,4,29,553,553,0,0.0,1.300509337860781,2.0,2.735561992286232,1.002,1.733561992286232,0.0,0,0.0,0.0,589
0.5,concentrated,ours_f9_priority_insertion,4,30,493,493,0,0.0,1.3478260869565217,2.0,2.7137912898967125,1.002,1.7117912898967123,0.0,0,0.0,0.0,483
0.5,distributed,ours_f9_priority_insertion,0,1,463,463,0,0.0,1.0986193293885602,1.0,2.2399309268885172,1.001,1.2389309268885174,0.0,0,0.26804733727810653,0.04495504495504495,507
0.5,distributed,ours_f9_priority_insertion,0,2,498,498,0,0.0,1.0820244328097732,1.0,2.264482510892306,1.002,1.262482510892306,0.0,0,0.2445993031358885,0.04291417165668663,573
0.5,distributed,ours_f9_priority_insertion,0,3,502,502,0,0.0,1.0581196581196581,1.0,2.2609345799674485,0.999,1.2619345799674484,0.0,0,0.23356047700170357,0.029,585
0.5,distributed,ours_f9_priority_insertion,0,4,511,511,0,0.0,1.0380794701986755,1.0,2.2738792120410274,1.001,1.2728792120410277,0.0,0,0.22264462809917354,0.017982017982017984,604
0.5,distributed,ours_f9_priority_insertion,0,5,477,477,0,0.0,1.05956678700361,1.0,2.248895453264606,0.999,1.249895453264606,0.0,0,0.2273873873873874,0.024,554
0.5,distributed,ours_f9_priority_insertion,0,6,539,539,0,0.0,1.0580431177446104,1.0,2.2336034240315987,1.001,1.2326034240315986,0.0,0,0.25594059405940595,0.03396603396603397,603
0.5,distributed,ours_f9_priority_insertion,1,7,458,458,0,0.0,1.1636085626911314,2.0,2.2763472667787683,1.001,1.2753472667787686,0.0,0,0.25045871559633026,0.08091908091908091,654
0.5,distributed,ours_f9_priority_insertion,1,8,495,495,0,0.0,1.1692524682651622,2.0,2.299022642632232,1.002,1.2970226426322322,0.0,0,0.24005641748942172,0.09081836327345309,709
0.5,distributed,ours_f9_priority_insertion,1,9,502,502,0,0.0,1.1742627345844503,2.0,2.328159222612314,0.999,1.329159222612314,0.0,0,0.23560910307898258,0.094,746
0.5,distributed,ours_f9_priority_insertion,1,10,514,514,0,0.0,1.2250332889480693,2.0,2.3301721855613367,1.001,1.3291721855613368,0.0,0,0.23665338645418327,0.13186813186813187,751
0.5,distributed,ours_f9_priority_insertion,1,11,512,512,0,0.0,1.221024258760108,2.0,2.3151665651490587,1.001,1.3141665651490586,0.0,0,0.22812920592193808,0.12887112887112886,742
0.5,distributed,ours_f9_priority_insertion,1,12,457,457,0,0.0,1.1558641975308641,2.0,2.3154231776093948,1.002,1.3134231776093945,0.0,0,0.22854938271604938,0.06786427145708583,648
0.5,distributed,ours_f9_priority_insertion,2,13,490,490,0,0.0,1.1137071651090342,2.0,2.290838952889324,1.001,1.2898389528893242,0.0,0,0.2334890965732087,0.055944055944055944,642
0.5,distributed,ours_f9_priority_insertion,2,14,505,505,0,0.0,1.0723781388478582,1.0,2.2721484065023247,1.001,1.271148406502325,0.0,0,0.24477172312223858,0.03796203796203796,677
0.5,distributed,ours_f9_priority_insertion,2,15,477,477,0,0.0,1.139937106918239,2.0,2.298385290202849,0.994,1.3043852902028492,0.0,0,0.21745283018867925,0.07,636
0.5,distributed,ours_f9_priority_insertion,2,16,494,494,0,0.0,1.0884955752212389,2.0,2.2948685778405844,1.0,1.2948685778405846,0.0,0,0.2251101321585903,0.046,678
0.5,distributed,ours_f9_priority_insertion,2,17,530,530,0,0.0,1.0883233532934131,2.0,2.282493106578525,1.001,1.2814931065785253,0.0,0,0.2471556886227545,0.04295704295704296,668
0.5,distributed,ours_f9_priority_insertion,2,18,519,519,0,0.0,1.1390449438202248,2.0,2.2889618079641343,1.002,1.2869618079641345,0.0,0,0.22837078651685394,0.07784431137724551,712
0.5,distributed,ours_f9_priority_insertion,3,19,481,481,0,0.0,1.0743362831858407,1.0,2.2483226868059125,1.001,1.2473226868059126,0.0,0,0.28,0.03796203796203796,565
0.5,distributed,ours_f9_priority_insertion,3,20,515,515,0,0.0,1.095890410958904,2.0,2.246438439254196,1.001,1.2454384392541964,0.0,0,0.2574829931972789,0.04495504495504495,584
0.5,distributed,ours_f9_priority_insertion,3,21,515,515,0,0.0,1.0755336617405582,1.0,2.2727454147971633,1.002,1.270745414797163,0.0,0,0.25533661740558294,0.036926147704590816,609
0.5,distributed,ours_f9_priority_insertion,3,22,496,496,0,0.0,1.0954003407155026,1.0,2.2454487669779195,0.999,1.2464487669779196,0.0,0,0.2713073005093379,0.05,587
0.5,distributed,ours_f9_priority_insertion,3,23,506,506,0,0.0,1.0675453047775947,1.0,2.244874907962086,1.002,1.242874907962086,0.0,0,0.25641447368421055,0.03792415169660679,607
0.5,distributed,ours_f9_priority_insertion,3,24,494,494,0,0.0,1.1050788091068302,2.0,2.232484803545,0.999,1.2334848035449997,0.0,0,0.29458987783595114,0.051,571
0.5,distributed,ours_f9_priority_insertion,4,25,488,488,0,0.0,1.2178517397881996,2.0,2.2575130875596905,1.0,1.2575130875596903,0.0,0,0.2683734939759036,0.126,661
0.5,distributed,ours_f9_priority_insertion,4,26,489,489,0,0.0,1.1756373937677054,2.0,2.2698272181131216,0.997,1.2728272181131217,0.0,0,0.2405099150141643,0.107,706
0.5,distributed,ours_f9_priority_insertion,4,27,492,492,0,0.0,1.2020348837209303,2.0,2.2625478189751163,0.997,1.2655478189751161,0.0,0,0.25956521739130434,0.12,688
0.5,distributed,ours_f9_priority_insertion,4,28,453,453,0,0.0,1.1613394216133943,2.0,2.2365352044394298,1.003,1.2335352044394299,0.0,0,0.28270106221547797,0.09471585244267199,657
0.5,distributed,ours_f9_priority_insertion,4,29,553,553,0,0.0,1.1855541718555418,2.0,2.2680197620759284,1.002,1.2660197620759281,0.0,0,0.2514321295143213,0.13373253493013973,803
